Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Outdoor Air Dewpoint Temperature [C](TimeStep),Environment:Site Outdoor Air Relative Humidity [%](TimeStep),Environment:Site Wind Speed [m/s](TimeStep),Environment:Site Wind Direction [deg](TimeStep),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](TimeStep),Environment:Site Direct Solar Radiation Rate per Area [W/m2](TimeStep),TZ_AMPHITHEATER:Zone Mean Air Temperature [C](TimeStep),TZ_AMPHITHEATER:Zone Air CO2 Concentration [ppm](TimeStep),HTG HVAC 1 ADJUSTED BY 1.1 F:Schedule Value [](TimeStep),CLG HVAC 1 ADJUSTED BY 0 F:Schedule Value [](TimeStep),AHUS ONOFF:Schedule Value [](TimeStep),HOT_WATER_TEMPERATURE 1:Schedule Value [](TimeStep),MAISON DU SAVOIR AUDITORIUM OCC:Schedule Value [](TimeStep),Electricity:Facility [J](TimeStep),Electricity:HVAC [J](TimeStep),Electricity:Plant [J](TimeStep),Fans:Electricity [J](TimeStep),Heating:DistrictHeatingWater [J](TimeStep),HeatingCoils:EnergyTransfer [J](TimeStep),Pumps:Electricity [J](TimeStep) 
 02/09  16:00:00,3.2,-3.4,60.0,5.0,280.0,32.5,102.5,8.192700764283574,400.0000000000001,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/09  16:15:00,3.075,-3.4,60.5,5.0,275.0,19.75,51.25,8.178256152278172,400.0000000000001,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/09  16:30:00,2.95,-3.4,61.0,5.0,270.0,7.0,0.0,8.129886682429797,400.00000000000017,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/09  16:45:00,2.825,-3.4,61.5,5.0,265.0,0.0,0.0,8.069069282306609,400.0000000000001,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/09  17:00:00,2.7,-3.4,62.0,5.0,260.0,0.0,0.0,8.008266766729422,400.0000000000001,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/09  17:15:00,2.5000000000000004,-3.5,62.25,4.5,267.5,0.0,0.0,7.932896584514061,400.00000000000017,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/09  17:30:00,2.3,-3.5999999999999996,62.5,4.0,275.0,0.0,0.0,7.843181643316659,400.0000000000001,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/09  17:45:00,2.0999999999999996,-3.6999999999999997,62.75,3.5,282.5,0.0,0.0,7.747364882269845,400.0000000000001,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/09  18:00:00,1.9,-3.8,63.0,3.0,290.0,0.0,0.0,7.650888088504955,400.00000000000017,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/09  18:15:00,1.7999999999999998,-3.8,63.5,2.5,285.75,0.0,0.0,7.576834964032621,400.0000000000001,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/09  18:30:00,1.7,-3.8,64.0,2.0,281.5,0.0,0.0,7.521604958647607,400.00000000000017,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/09  18:45:00,1.6,-3.8,64.5,1.5,277.25,0.0,0.0,7.472431576905867,400.00000000000006,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/09  19:00:00,1.5,-3.8,65.0,1.0,273.0,0.0,0.0,7.422322536129485,400.0,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/09  19:15:00,1.45,-3.6999999999999997,66.0,1.25,277.25,0.0,0.0,7.381469366541722,399.99999999999994,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/09  19:30:00,1.4,-3.5999999999999996,67.0,1.5,281.5,0.0,0.0,7.349672864101644,399.99999999999994,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/09  19:45:00,1.35,-3.5,68.0,1.75,285.75,0.0,0.0,7.321473472070684,399.99999999999994,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/09  20:00:00,1.3,-3.4,69.0,2.0,290.0,0.0,0.0,7.293318314434309,400.0,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/09  20:15:00,1.125,-3.375,70.0,2.0,290.0,0.0,0.0,7.237309214250961,400.0000000000001,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/09  20:30:00,0.95,-3.3499999999999996,71.0,2.0,290.0,0.0,0.0,7.157547979564169,400.0000000000001,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/09  20:45:00,0.7749999999999999,-3.3249999999999997,72.0,2.0,290.0,0.0,0.0,7.069682105666649,400.00000000000006,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/09  21:00:00,0.6,-3.3,73.0,2.0,290.0,0.0,0.0,6.9823534760778045,400.0,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/09  21:15:00,0.475,-3.3,73.5,2.25,292.5,0.0,0.0,6.907415242344441,399.99999999999994,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/09  21:30:00,0.35,-3.3,74.0,2.5,295.0,0.0,0.0,6.841861199087295,399.99999999999994,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/09  21:45:00,0.225,-3.3,74.5,2.75,297.5,0.0,0.0,6.778835043118549,400.0,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/09  22:00:00,0.1,-3.3,75.0,3.0,300.0,0.0,0.0,6.715023532432106,400.00000000000006,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/09  22:15:00,0.02500000000000001,-3.3249999999999997,75.5,3.0,300.0,0.0,0.0,6.661134541058585,400.0000000000001,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/09  22:30:00,-0.05,-3.3499999999999996,76.0,3.0,300.0,0.0,0.0,6.616371348821072,400.0000000000001,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/09  22:45:00,-0.12500000000000003,-3.375,76.5,3.0,300.0,0.0,0.0,6.574968310526178,400.00000000000017,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/09  23:00:00,-0.2,-3.4,77.0,3.0,300.0,0.0,0.0,6.533458796012082,400.00000000000017,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/09  23:15:00,-0.47500000000000003,-3.55,77.75,2.5,287.5,0.0,0.0,6.448193461094616,400.00000000000017,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/09  23:30:00,-0.75,-3.7,78.5,2.0,275.0,0.0,0.0,6.325759754023349,400.0000000000001,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/09  23:45:00,-1.0250000000000001,-3.85,79.25,1.5,262.5,0.0,0.0,6.190840224573573,400.0000000000001,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/09  24:00:00,-1.3,-4.0,80.0,1.0,250.0,0.0,0.0,6.056916499579487,400.0000000000001,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  00:15:00,-1.2750000000000001,-4.0,79.75,1.0,245.0,0.0,0.0,5.989727892369873,400.0000000000001,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  00:30:00,-1.25,-4.0,79.5,1.0,240.0,0.0,0.0,5.977534907692885,400.0000000000001,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  00:45:00,-1.2249999999999999,-4.0,79.25,1.0,235.0,0.0,0.0,5.983014089542938,400.0000000000001,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  01:00:00,-1.2,-4.0,79.0,1.0,230.0,0.0,0.0,5.986540936720107,400.0000000000001,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  01:15:00,-1.375,-3.975,80.5,0.75,264.0,0.0,0.0,5.9435101681499045,400.00000000000017,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  01:30:00,-1.5499999999999998,-3.95,82.0,0.5,298.0,0.0,0.0,5.8636145692282815,400.00000000000017,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  01:45:00,-1.7249999999999999,-3.925,83.5,0.25,332.0,0.0,0.0,5.772630010377147,400.00000000000006,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  02:00:00,-1.9,-3.9,85.0,0.0,6.0,0.0,0.0,5.6834743281103135,400.0,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  02:15:00,-2.125,-4.1,85.0,0.25,327.0,0.0,0.0,5.5862778503804735,400.0,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  02:30:00,-2.3499999999999996,-4.3,85.0,0.5,288.0,0.0,0.0,5.480054180846373,400.00000000000006,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  02:45:00,-2.5749999999999997,-4.5,85.0,0.75,249.0,0.0,0.0,5.36977411973259,400.0000000000001,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  03:00:00,-2.8,-4.7,85.0,1.0,210.0,0.0,0.0,5.259005835592153,400.0000000000001,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  03:15:00,-2.8,-4.625,85.5,1.0,225.0,0.0,0.0,5.1963758248318745,400.00000000000017,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  03:30:00,-2.8,-4.550000000000001,86.0,1.0,240.0,0.0,0.0,5.174288758910618,400.00000000000017,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  03:45:00,-2.8,-4.4750000000000005,86.5,1.0,255.0,0.0,0.0,5.165517555779059,400.0000000000001,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  04:00:00,-2.8,-4.4,87.0,1.0,270.0,0.0,0.0,5.155494476379859,400.0000000000001,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  04:15:00,-2.8249999999999997,-4.375,87.5,1.0,272.5,0.0,0.0,5.13751939976011,400.0000000000001,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  04:30:00,-2.8499999999999996,-4.35,88.0,1.0,275.0,0.0,0.0,5.115031619734642,400.0000000000001,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  04:45:00,-2.875,-4.324999999999999,88.5,1.0,277.5,0.0,0.0,5.092238601053207,400.0000000000001,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  05:00:00,-2.9,-4.3,89.0,1.0,280.0,0.0,0.0,5.07048856540482,400.0000000000001,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  05:15:00,-2.9749999999999996,-4.375,89.0,1.0,287.5,0.0,0.0,5.0387728678169355,400.00000000000017,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  05:30:00,-3.05,-4.449999999999999,89.0,1.0,295.0,0.0,0.0,4.998164329718674,400.00000000000006,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  05:45:00,-3.1250000000000004,-4.5249999999999995,89.0,1.0,302.5,0.0,0.0,4.954504120634784,400.0,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  06:00:00,-3.2,-4.6,89.0,1.0,310.0,0.0,0.0,4.9111074545627735,399.99999999999994,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  06:15:00,-3.2500000000000004,-4.675,88.75,1.0,302.5,0.0,0.0,4.873667244953508,399.9999999999999,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  06:30:00,-3.3,-4.75,88.5,1.0,295.0,0.0,0.0,4.84082185513382,399.99999999999983,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  06:45:00,-3.3499999999999996,-4.825,88.25,1.0,287.5,0.0,0.0,4.809296108245599,399.99999999999994,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  07:00:00,-3.4,-4.9,88.0,1.0,280.0,0.0,0.0,4.777519038362197,399.99999999999994,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  07:15:00,-3.275,-4.825,87.75,1.0,272.5,21.0,16.5,4.832790502201953,399.99999999999994,21.0,24.0,1.0,67.0,0.0,5833066.687877884,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  07:30:00,-3.15,-4.75,87.5,1.0,265.0,28.0,22.0,4.912475101838713,400.00000000000006,21.0,24.0,1.0,67.0,0.0,5833066.687877884,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  07:45:00,-3.025,-4.675,87.25,1.0,257.5,41.0,84.75,4.975030391772665,400.00000000000017,21.0,24.0,1.0,67.0,0.0,5833066.687877884,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  08:00:00,-2.9,-4.6,87.0,1.0,250.0,54.0,147.5,5.021810946135058,400.00000000000017,21.0,24.0,1.0,67.0,0.0,5833066.687877884,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  08:15:00,-2.9749999999999996,-4.574999999999999,87.75,1.0,247.5,67.0,210.25,5.034234026226212,400.00000000000006,21.0,24.0,1.0,67.0,0.0,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  08:30:00,-3.05,-4.55,88.5,1.0,245.0,80.0,273.0,5.011556676938259,400.00000000000006,21.0,24.0,1.0,67.0,0.0,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  08:45:00,-3.1250000000000004,-4.525,89.25,1.0,242.5,89.0,309.25,4.972432225995443,400.00000000000006,21.0,24.0,1.0,67.0,0.0,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  09:00:00,-3.2,-4.5,90.0,1.0,240.0,98.0,345.5,4.931019456692897,400.00000000000006,21.0,24.0,1.0,67.0,0.0,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  09:15:00,-2.8750000000000004,-4.4,88.25,1.0,205.25,107.0,381.75,6.177780678952258,496.1183487053641,21.0,24.0,1.0,67.0,0.4,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  09:30:00,-2.55,-4.3,86.5,1.0,170.5,116.0,418.0,7.284810227696175,622.7336977093006,21.0,24.0,1.0,67.0,0.4,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  09:45:00,-2.2249999999999996,-4.199999999999999,84.75,1.0,135.75,126.5,424.25,7.661221210771585,635.6847049166951,21.0,24.0,1.0,67.0,0.4,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  10:00:00,-1.9,-4.1,83.0,1.0,101.0,137.0,430.5,7.805584590469294,654.4151117001156,21.0,24.0,1.0,67.0,0.4,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  10:15:00,-1.4749999999999999,-3.925,81.5,1.25,130.75,147.5,436.75,7.9864897006116164,685.3278103607686,21.0,24.0,1.0,67.0,0.4,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  10:30:00,-1.05,-3.75,80.0,1.5,160.5,158.0,443.0,8.223352783998745,712.2851172923492,21.0,24.0,1.0,67.0,0.4,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  10:45:00,-0.625,-3.5749999999999997,78.5,1.75,190.25,167.5,339.0,8.468438308363027,728.1680215976885,21.0,24.0,1.0,67.0,0.4,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  11:00:00,-0.2,-3.4,77.0,2.0,220.0,177.0,235.0,8.698662047158955,734.9457598213871,21.0,24.0,1.0,67.0,0.4,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  11:15:00,0.27499999999999997,-3.3,75.0,2.5,225.0,186.5,131.0,8.327845868319557,687.3419905109453,21.0,24.0,1.0,67.0,0.2,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  11:30:00,0.75,-3.2,73.0,3.0,230.0,196.0,27.0,8.065048949677033,631.6399283090288,21.0,24.0,1.0,67.0,0.2,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  11:45:00,1.2249999999999999,-3.1,71.0,3.5,235.0,195.75,25.0,8.127470325760243,594.9947667002813,21.0,24.0,1.0,67.0,0.2,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  12:00:00,1.7,-3.0,69.0,4.0,240.0,195.5,23.0,8.37296389104904,578.388112534978,21.0,24.0,1.0,67.0,0.2,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  12:15:00,1.95,-2.9,68.25,4.0,237.5,195.25,21.0,7.968144174339727,533.922998300467,21.0,24.0,1.0,67.0,0.0,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  12:30:00,2.2,-2.8,67.5,4.0,235.0,195.0,19.0,7.575485755547553,465.12432241590676,21.0,24.0,1.0,67.0,0.0,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  12:45:00,2.45,-2.7,66.75,4.0,232.5,187.5,18.25,7.524570234894493,421.1571142544993,21.0,24.0,1.0,67.0,0.0,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  13:00:00,2.7,-2.6,66.0,4.0,230.0,180.0,17.5,7.667643952479769,404.0875712935189,21.0,24.0,1.0,67.0,0.0,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  13:15:00,2.7,-2.7,65.5,4.0,235.0,172.5,16.75,8.027716358238825,431.76902206367004,21.0,24.0,1.0,67.0,0.1,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  13:30:00,2.7,-2.8,65.0,4.0,240.0,165.0,16.0,8.30446052703176,461.566673589039,21.0,24.0,1.0,67.0,0.1,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  13:45:00,2.7,-2.9,64.5,4.0,245.0,152.5,14.5,8.40811947021226,478.0781900214212,21.0,24.0,1.0,67.0,0.1,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  14:00:00,2.7,-3.0,64.0,4.0,250.0,140.0,13.0,8.412577452690892,483.58189969485716,21.0,24.0,1.0,67.0,0.1,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  14:15:00,2.7750000000000004,-2.975,63.75,4.25,245.0,127.5,11.5,8.418019040523431,484.2324573363304,21.0,24.0,1.0,67.0,0.1,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  14:30:00,2.85,-2.95,63.5,4.5,240.0,115.0,10.0,8.451202426580396,483.91050003782317,21.0,24.0,1.0,67.0,0.1,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  14:45:00,2.925,-2.925,63.25,4.75,235.0,99.5,7.5,8.497930611842587,483.85857008442434,21.0,24.0,1.0,67.0,0.1,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  15:00:00,3.0,-2.9,63.0,5.0,230.0,84.0,5.0,8.543694661222448,484.0615481966796,21.0,24.0,1.0,67.0,0.1,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  15:15:00,3.0,-2.925,63.0,5.175,237.5,68.5,2.5,9.455997908448731,555.0102751530587,21.0,24.0,1.0,67.0,0.4,5962055.34449462,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  15:30:00,3.0,-2.95,63.0,5.35,245.0,53.0,0.0,10.286537389767147,649.4419055071637,21.0,24.0,1.0,67.0,0.4,5962055.34449462,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  15:45:00,3.0,-2.975,63.0,5.525,252.5,40.5,0.0,10.584965839415483,706.4833442859546,21.0,24.0,1.0,67.0,0.4,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  16:00:00,3.0,-3.0,63.0,5.7,260.0,28.0,0.0,10.570779805309988,726.7264112311942,21.0,24.0,1.0,67.0,0.4,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  16:15:00,2.875,-3.1,63.0,5.775,260.0,15.5,0.0,10.485559929581113,729.7373291557361,21.0,24.0,1.0,67.0,0.4,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  16:30:00,2.75,-3.2,63.0,5.85,260.0,3.0,0.0,10.42701981393278,729.2554097361132,21.0,24.0,1.0,67.0,0.4,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  16:45:00,2.625,-3.3,63.0,5.925,260.0,0.0,0.0,10.392027647274325,729.9741888139205,21.0,24.0,1.0,67.0,0.4,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  17:00:00,2.5,-3.4,63.0,6.0,260.0,0.0,0.0,10.356684923586648,731.9022317032803,21.0,24.0,1.0,67.0,0.4,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  17:15:00,2.425,-3.175,64.5,5.75,260.0,0.0,0.0,9.413273855073584,661.1441575618725,21.0,24.0,1.0,67.0,0.1,5833066.687877884,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  17:30:00,2.35,-2.95,66.0,5.5,260.0,0.0,0.0,8.858082815312558,619.3848103227843,21.0,24.0,1.0,67.0,0.1,5833066.687877882,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  17:45:00,2.2750000000000004,-2.725,67.5,5.25,260.0,0.0,0.0,8.547720813811132,591.8726830618016,21.0,24.0,1.0,67.0,0.1,5833066.687877884,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  18:00:00,2.2,-2.5,69.0,5.0,260.0,0.0,0.0,8.386308337299408,554.3919498821612,21.0,24.0,1.0,67.0,0.1,5833066.687877884,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  18:15:00,2.125,-2.525,69.25,5.0,260.0,0.0,0.0,8.014921950881783,517.3164241509592,16.6111111111111,30.0,1.0,67.0,0.0,5833066.687877884,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  18:30:00,2.05,-2.55,69.5,5.0,260.0,0.0,0.0,7.682398667133141,455.75748473519275,16.6111111111111,30.0,1.0,67.0,0.0,5833066.687877884,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  18:45:00,1.9749999999999999,-2.575,69.75,5.0,260.0,0.0,0.0,7.5457211867464205,416.7463768073403,16.6111111111111,30.0,1.0,67.0,0.0,5833066.687877884,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  19:00:00,1.9,-2.6,70.0,5.0,260.0,0.0,0.0,7.513123518877253,402.23549178931995,16.6111111111111,30.0,1.0,67.0,0.0,5833066.687877884,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/10  19:15:00,1.8499999999999999,-2.5500000000000003,70.5,4.75,262.5,0.0,0.0,7.494072485255433,400.0676463539779,16.6111111111111,30.0,1.0,67.0,0.0,5833066.687877884,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
